Entry	Gene names	Annotation	Mass
Q8NGQ4	OR10Q1	3 out of 5	35,602
Q8NGN2	OR10S1	3 out of 5	36,501
A6ND48	OR14I1 OR5BU1 OR5BU1P	4 out of 5	35,175
Q8NGZ2	OR14K1 OR5AY1	3 out of 5	34,861
O15294	OGT	5 out of 5	116,925
O00330	PDHX PDX1	5 out of 5	54,122
P48634	PRRC2A BAT2 G2	5 out of 5	228,863
P41143	OPRD1 OPRD	5 out of 5	40,369
Q9H4Q4	PRDM12 PFM9	5 out of 5	40,403
P08100	RHO OPN2	5 out of 5	38,893
Q8NHA8	OR1F12 OR1F12P	3 out of 5	36,933
P47890	OR1G1 OR1G2	4 out of 5	34,924
O60431	OR1I1	3 out of 5	39,297
Q8NGS1	OR1J4	3 out of 5	34,959
Q8NH94	OR1L1 OR1L2	4 out of 5	41,046
Q8NGR5	OR1L4 OR1L5	4 out of 5	35,277
O43900	PRICKLE3 LMO6	5 out of 5	68,609
Q9BXB5	OSBPL10 ORP10 OSBP9	5 out of 5	83,970
Q7RTZ1	OVCH2 OVTN	4 out of 5	62,642
Q86WC4	OSTM1 GL HSPC019 UNQ6098/PRO21201	5 out of 5	37,257
P00480	OTC	5 out of 5	39,935
Q7RTU3	OLIG3 BHLHB7 BHLHE20	4 out of 5	29,358
Q5VWM5	PRAMEF9; PRAMEF15	2 out of 5	55,420
P02812	PRB2	5 out of 5	40,799
P10163	PRB4	5 out of 5	31,326
Q8NCQ7	PROCA1	3 out of 5	40,506
Q8NGR6	OR1B1	4 out of 5	35,293
Q15619	OR1C1	3 out of 5	35,042
P47884	OR1D4	3 out of 5	35,227
P47887	OR1E2 OR1E4	4 out of 5	36,391
Q8WZA6	OR1E3 OR1E3P	3 out of 5	38,518
Q8NGX9	OR6P1	3 out of 5	35,831
Q8NH00	OR2T4	3 out of 5	39,414
Q8NGI4	OR4D11 OR4D11P	3 out of 5	34,969
A6NET4	OR5K3	3 out of 5	36,711
Q8N148	OR6V1	3 out of 5	34,902
Q8NGL0	OR5L2	3 out of 5	34,682
Q8NHB1	OR2V1	3 out of 5	34,857
Q8NGB9	OR4F6 OR4F12	3 out of 5	35,355
Q8NGD2	OR4K2	3 out of 5	35,357
Q96R72	OR4K3 OR4K3P	4 out of 5	35,408
Q8NHA6	OR2W6P OR2W7P	3 out of 5	35,283
Q8WZ92	OR5P2	4 out of 5	35,786
Q8NH43	OR4L1 OR4L2P	4 out of 5	35,264
Q8NGG3	OR5T3	4 out of 5	38,346
Q8NGB6	OR4M2	3 out of 5	35,416
O60412	OR7C2 OR7C3	4 out of 5	35,323
Q96RA2	OR7D2	4 out of 5	34,747
Q8NG98	OR7D4 OR7D4P	5 out of 5	34,448
P0C623	OR4Q2 OR4Q2P	3 out of 5	34,733
P47881	OR3A1 OLFRA03	4 out of 5	34,609
Q8NH73	OR4S2 OR4S2P	3 out of 5	35,172
Q8NH49	OR4X1	3 out of 5	34,222
Q8NH87	OR9G1 OR9G5	4 out of 5	34,071
Q8NGQ5	OR9Q1	3 out of 5	34,757
Q8NGE9	OR9Q2 OR9Q2P	3 out of 5	35,363
Q8NGE1	OR6C4	3 out of 5	35,010
O76002	OR2J2	4 out of 5	35,204
Q8NGG6	OR8B12	3 out of 5	34,372
Q8N162	OR8H2	3 out of 5	35,422
Q8N146	OR8H3	4 out of 5	35,219
Q8NGG1	OR8J2 OR8J2P	3 out of 5	35,160
Q8NGG0	OR8J3	4 out of 5	35,481
Q8NGG5	OR8K1	3 out of 5	36,581
Q8NH50	OR8K5	3 out of 5	35,190
Q8NH09	OR8S1	3 out of 5	39,645
Q8NH10	OR8U1	4 out of 5	35,088
Q9NRC9	OTOR FDP MIAL UNQ3054/PRO9873	3 out of 5	14,332
Q7RTY7	OVCH1	4 out of 5	125,066
Q5XKR4	OTP	3 out of 5	34,159
Q9H4B0	OSGEPL1 GCP1	5 out of 5	45,123
Q99489	DDO	5 out of 5	37,535
Q8NGK9	OR5D16	3 out of 5	37,278
Q8NGL1	OR5D18	4 out of 5	35,348
Q15615	OR4D1 OR4D3	4 out of 5	35,240
O43869	OR2T1	3 out of 5	41,996
P0DN80	OR5H8 OR5H8P	3 out of 5	34,772
Q13606	OR5I1 OLF1	4 out of 5	36,049
Q8NHB7	OR5K1	3 out of 5	35,185
Q8NH40	OR6S1	3 out of 5	36,127
A6NMS3	OR5K4	3 out of 5	36,711
Q6IEY1	OR4F3; OR4F16; OR4F29	3 out of 5	35,074
Q96R69	OR4F4	3 out of 5	34,259
Q8NGX8	OR6Y1 OR6Y2	3 out of 5	36,636
Q9Y3N9	OR2W1	3 out of 5	36,101
Q7Z3T1	OR2W3 OR2W3P OR2W8P	4 out of 5	34,789
Q8NGA2	OR7A2P OR7A2 OR7A7	3 out of 5	34,430
Q8NGV0	OR2Y1	3 out of 5	34,731
Q8NGD5	OR4K14	3 out of 5	35,053
Q8NGC6	OR4K17	3 out of 5	35,312
Q9UGF6	OR5V1	3 out of 5	36,057
Q8N0Y3	OR4N4	3 out of 5	35,724
Q8NH05	OR4Q3 C14orf13 OR4Q4	3 out of 5	35,491
Q8N628	OR2C3 OR2C4 OR2C5P	4 out of 5	35,376
Q8NH48	OR5B3 OR5B13	4 out of 5	35,258
Q96SN7	ORAI2 C7orf19 CBCIP2 TMEM142B PP1729	4 out of 5	28,570
Q8NGL3	OR5D14	3 out of 5	35,823
Q9GZM6	OR8D2	4 out of 5	34,857
Q8NH16	OR2L2 OR2L12 OR2L4P	3 out of 5	35,495
P0C604	OR4A8 OR4A8P	3 out of 5	35,621
Q8NGM8	OR6M1	3 out of 5	35,328
Q8NGG4	OR8H1	3 out of 5	35,228
Q8NGP2	OR8J1	3 out of 5	35,415
Q8NH51	OR8K3	3 out of 5	35,463
Q13415	ORC1 ORC1L PARC1	5 out of 5	97,350
O43929	ORC4 ORC4L	5 out of 5	50,377
Q9Y5N6	ORC6 ORC6L	5 out of 5	28,107
Q9Y3B8	REXO2 SFN SMFN CGI-114	5 out of 5	26,833
Q9NX31	OSER1 C20orf111 BM-038 HSPC168 HSPC207	2 out of 5	31,779
Q7RTM1	OTOP1	4 out of 5	67,353
Q6GQQ9	OTUD7B ZA20D1	5 out of 5	92,526
P61366	OSTN	4 out of 5	14,722
Q3ZCN5	OTOGL C12orf64	4 out of 5	262,091
P30559	OXTR	5 out of 5	42,772
Q8IYS5	OSCAR	5 out of 5	30,481
Q32P28	P3H1 GROS1 LEPRE1 PSEC0109	5 out of 5	83,394
Q15077	P2RY6 PP2891	5 out of 5	36,429
Q96FE7	PIK3IP1 HGFL	5 out of 5	28,248
P0DJ07	PET100 C19orf79	3 out of 5	9,114
Q3SYG4	BBS9 PTHB1	5 out of 5	99,280
Q96NR3	PTCHD1	5 out of 5	101,341
Q96EY7	PTCD3 MRPS39 TRG15	5 out of 5	78,550
Q3MIT2	PUS10 CCDC139 DOBI	5 out of 5	60,244
P25786	PSMA1 HC2 NU PROS30 PSC2	5 out of 5	29,556
Q02127	DHODH	5 out of 5	42,867
P30566	ADSL AMPS	5 out of 5	54,889
A1KZ92	PXDNL VPO2	5 out of 5	163,686
O15067	PFAS KIAA0361	5 out of 5	144,734
B1ATL7	PRR32 CXorf64	2 out of 5	31,890
A8MZF0	PRR33 C11orf89	1 out of 5	35,187
P24158	PRTN3 MBN	5 out of 5	27,807
O14603	PRY PRY1 PTPN13LY; PRY2 PTPN13LY2; PRYP3; PRYP4	2 out of 5	16,512
P21108	PRPS1L1 PRPS3 PRPSL	5 out of 5	34,839
P43686	PSMC4 MIP224 TBP7	5 out of 5	47,366
P62333	PSMC6 SUG2	5 out of 5	44,173
O14818	PSMA7 HSPC	5 out of 5	27,887
Q9BQR3	PRSS27 MPN UNQ1884/PRO4327	4 out of 5	31,940
P25789	PSMA4 HC9 PSC9	5 out of 5	29,484
P22102	GART PGFT PRGS	5 out of 5	107,767
Q9H606	PRORY CYorf17	2 out of 5	19,976
Q86WR7	PROSER2 C10orf47	2 out of 5	45,802
Q8IYP2	PRSS58 TRY1 TRYX3 UNQ2540/PRO6090	3 out of 5	27,085
Q2VWP7	PRTG	4 out of 5	127,076
Q5FWE3	PRRT3 UNQ5823/PRO19642	4 out of 5	102,197
E5RG02	PRSS46P PRSS46	2 out of 5	19,341
O95084	PRSS23 ZSIG13 UNQ270/PRO307	4 out of 5	43,001
P04070	PROC	5 out of 5	52,071
A6NIE9	PRSS29P ISP2	3 out of 5	34,063
Q9UMS4	PRPF19 NMP200 PRP19 SNEV	5 out of 5	55,181
P04280	PRB1	5 out of 5	38,562
O43172	PRPF4 PRP4	5 out of 5	58,449
Q9BWN1	PRR14	5 out of 5	64,328
P25787	PSMA2 HC3 PSC3	5 out of 5	25,899
I3L0S3	PYCARD-AS1 C16orf98 PYCARDOS	2 out of 5	21,949
P07737	PFN1	5 out of 5	15,054
O94906	PRPF6 C20orf14	5 out of 5	106,925
Q6P2Q9	PRPF8 PRPC8	5 out of 5	273,600
A8MTI9	PRSS47	3 out of 5	41,188
Q7RTY5	PRSS48 ESSPL	4 out of 5	35,970
P28066	PSMA5	5 out of 5	26,411
Q9P215	POGK KIAA1513 LST003 SLTP003	3 out of 5	69,444
Q9UNA4	POLI RAD30B	5 out of 5	83,006
Q9NPJ4	PNRC2 HSPC208	5 out of 5	15,591
Q86V59	PNMA8A PNMAL1	2 out of 5	48,161
Q8NA72	POC5 C5orf37	5 out of 5	63,351
Q03052	POU3F1 OCT6 OTF6	5 out of 5	45,496
Q86YR6	POTED A26B3 ANKRD21 POTE	3 out of 5	66,394
Q13522	PPP1R1A IPP1	5 out of 5	19,011
Q86SH4	PRNT	2 out of 5	10,756
Q8N3Z0	PRSS35 C6orf158 UNQ522/PRO1057	3 out of 5	47,098
Q7RTY9	PRSS41 TESSP1	4 out of 5	35,078
Q7Z5A4	PRSS42 TESSP2	3 out of 5	32,006
Q7RTY3	PRSS45 TESSP5	3 out of 5	29,329
Q8IV56	PRR15	2 out of 5	13,715
O43272	PRODH PIG6 POX2 PRODH2	5 out of 5	68,002
Q92786	PROX1	5 out of 5	83,203
Q8WUY3	PRUNE2 BMCC1 BNIPXL C9orf65 KIAA0367	5 out of 5	340,635
P62191	PSMC1	5 out of 5	49,185
Q96N64	PWWP2A KIAA1935 MST101	5 out of 5	81,960
Q14863	POU6F1 BRN5 MPOU TCFB1	5 out of 5	32,645
Q9H237	PORCN MG61 PORC PPN	5 out of 5	52,318
Q15166	PON3	5 out of 5	39,607
H3BUK9	POTEB2	2 out of 5	61,708
A6NI47	POTEM	1 out of 5	57,067
Q9UD71	PPP1R1B DARPP32	5 out of 5	22,963
Q96S44	TP53RK C20orf64 PRPK	5 out of 5	28,160
P60891	PRPS1	5 out of 5	34,834
Q9NV39	PRR34 C22orf26	2 out of 5	14,718
E7EML9	PRSS44 TESSP4	3 out of 5	36,995
Q9UIG5	PSORS1C1 C6orf16 SEEK1	3 out of 5	16,580
Q9UIG4	PSORS1C2 C6orf17 SPR1	2 out of 5	15,101
Q8WU10	PYROXD1	5 out of 5	55,793
P11216	PYGB	5 out of 5	96,696
Q9BU68	PRR15L ATAD4	1 out of 5	11,705
P86496	PRR20A PRR20	2 out of 5	23,262
P86481	PRR20B	1 out of 5	23,262
P86479	PRR20C	5 out of 5	23,262
P86478	PRR20E	2 out of 5	23,262
P0DPQ3	PRR20G	1 out of 5	21,866
A6NEV1	PRR23A	1 out of 5	28,155
Q6ZRT6	PRR23B	1 out of 5	28,269
Q6ZRP0	PRR23C	1 out of 5	27,805
Q9ULD0	OGDHL KIAA1290	5 out of 5	114,481
Q8TAK6	OLIG1 BHLHB6 BHLHE21	4 out of 5	27,905
Q6N063	OGFOD2	3 out of 5	38,996
P08559	PDHA1 PHE1A	5 out of 5	43,296
Q99983	OMD SLRR2C UNQ190/PRO216	5 out of 5	49,492
O75915	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127	5 out of 5	21,615
O60810	PRAMEF4	2 out of 5	55,439
Q5VWM4	PRAMEF8 PRAMEF24	2 out of 5	53,655
Q04118	PRB3	5 out of 5	30,980
P0CE72	OCM OCM1 OCMN	4 out of 5	12,184
O60313	OPA1 KIAA0567	5 out of 5	111,631
O43749	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9	5 out of 5	34,866
Q8NGR2	OR1L6 OR1L7	4 out of 5	39,515
P41146	OPRL1 OOR ORL1	5 out of 5	40,693
Q9P1Q5	OR1A1	3 out of 5	34,565
Q9Y585	OR1A2	4 out of 5	34,396
O95047	OR2A4 OR2A10	5 out of 5	34,802
Q86XR5	PRIMA1	4 out of 5	16,689
Q8NGB2	OR4C5	3 out of 5	36,862
O76000	OR2B3 OR2B3P	3 out of 5	35,543
P17568	NDUFB7	5 out of 5	16,402
Q99574	SERPINI1 PI12	5 out of 5	46,427
Q8NG66	NEK11	5 out of 5	74,192
Q9Y4A8	NFE2L3 NRF3	5 out of 5	76,154
Q5M9Q1	NKAPL C6orf194	3 out of 5	46,312
P22307	SCP2	5 out of 5	58,994
Q969F2	NKD2	5 out of 5	50,055
P55058	PLTP	5 out of 5	54,739
P29474	NOS3	5 out of 5	133,275
P55209	NAP1L1 NRP	5 out of 5	45,374
O75051	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235	5 out of 5	211,104
Q99733	NAP1L4 NAP2	5 out of 5	42,823
P48745	NOV CCN3 IGFBP9 NOVH	5 out of 5	39,162
Q96NT1	NAP1L5 DRLM	2 out of 5	19,593
Q14207	NPAT CAND3 E14	5 out of 5	154,290
Q96L73	NSD1 ARA267 KMT3B	5 out of 5	296,652
O96028	NSD2 KIAA1090 MMSET TRX5 WHSC1	5 out of 5	152,258
P46459	NSF	5 out of 5	82,594
Q86YG4	NT5DC4	2 out of 5	48,951
Q08J23	NSUN2 SAKI TRM4	5 out of 5	86,471
O95665	NTSR2	5 out of 5	45,385
Q8TCD5	NT5C DNT1 UMPH2	5 out of 5	23,383
O76050	NEURL1 NEURL NEURL1A RNF67	5 out of 5	61,860
Q5T2W1	PDZK1 CAP70 NHERF3 PDZD1	5 out of 5	57,129
Q9NX24	NHP2 NOLA2 HSPC286	5 out of 5	17,201
Q6T4R5	NHS	5 out of 5	179,135
Q76FK4	NOL8 C9orf34 NOP132	5 out of 5	131,616
Q9UK39	NOCT CCR4 CCRN4L NOC	5 out of 5	48,196
Q9BZQ4	NMNAT2 C1orf15 KIAA0479	5 out of 5	34,439
Q99742	NPAS1 BHLHE11 MOP5 PASD5	4 out of 5	62,702
Q86UR1	NOXA1 P51NOX	5 out of 5	50,933
Q8NFA2	NOXO1 P41NOX SH3PXD5	5 out of 5	41,253
Q9NY59	SMPD3	5 out of 5	71,081
Q96MG7	NSMCE3 HCA4 MAGEG1 NDNL2	5 out of 5	34,308
O60906	SMPD2	5 out of 5	47,646
Q9BZ95	NSD3 WHSC1L1 DC28	5 out of 5	161,613
P30989	NTSR1 NTRR	5 out of 5	46,259
Q5TYX0	PRAMEF5 PRAMEF23 PRAMEF5L	2 out of 5	54,886
P13725	OSM	5 out of 5	28,484
O43663	PRC1	5 out of 5	71,607
Q6U736	OPN5 GPR136 PGR12 TMEM13	5 out of 5	39,727
Q9Y520	PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2	5 out of 5	316,911
Q8NGR3	OR1K1	3 out of 5	34,268
Q7Z3G6	PRICKLE2	4 out of 5	95,615
Q15612	OR1Q1 OR1Q2 OR1Q3	4 out of 5	35,598
P0DN78	OPN1MW3	4 out of 5	40,584
P30953	OR1E1 OR1E5 OR1E6 OR1E9P	4 out of 5	35,264
Q8NH72	OR4C6	3 out of 5	34,558
Q96R27	OR2M4	3 out of 5	35,071
Q8NGM1	OR4C15	3 out of 5	35,667
Q8NG81	OR2M7	3 out of 5	34,902
P0C626	OR5G3 OR5G3P OR5G6P	4 out of 5	35,647
P58180	OR4D2	3 out of 5	34,958
Q8NGE8	OR4D9	3 out of 5	35,666
Q8NHB8	OR5K2	3 out of 5	35,763
P0C645	OR4E1 OR4E1P	4 out of 5	35,737
Q8NGC2	OR4E2	3 out of 5	35,466
P0C7T2	OR2T7 OR2T7P	3 out of 5	34,287
A6NH00	OR2T8 OR2T8P	4 out of 5	34,659
Q8NGP8	OR5M1	3 out of 5	35,608
Q96R30	OR2V2 OR2V3	3 out of 5	35,339
Q8NGP3	OR5M9	3 out of 5	35,093
Q6IEU7	OR5M10	3 out of 5	35,592
Q96RB7	OR5M11	3 out of 5	34,450
Q8NG97	OR2Z1 OR2Z2	3 out of 5	34,444
Q8NH85	OR5R1 OR5R1P	4 out of 5	36,708
O76099	OR7C1 OR7C4	4 out of 5	35,519
Q8NGD1	OR4N2	3 out of 5	34,721
Q8NH69	OR5W2 OR5W2P OR5W3P	4 out of 5	35,167
Q8NGL7	OR4P4 OR4P3P	3 out of 5	35,795
P59922	OR2B8P OR2B8	3 out of 5	35,019
Q8NG95	OR7G3	3 out of 5	34,439
P47893	OR3A2 OLFRA04	4 out of 5	35,207
P47888	OR3A3 OR3A6 OR3A7 OR3A8P	5 out of 5	34,963
P0C7N8	OR9G9	3 out of 5	34,020
Q8NGI9	OR5A2	3 out of 5	36,016
Q96R08	OR5B12 OR5B12P OR5B16	4 out of 5	35,182
Q8NGG7	OR8A1	4 out of 5	36,388
Q8NGR4	OR5C1 OR5C2P	3 out of 5	34,991
Q8NGU4	OR2I1P OR2I2 OR2I3P OR2I4P	3 out of 5	34,115
Q9GZK6	OR2J1 OR2J1P	4 out of 5	35,454
A6NF89	OR6C6	3 out of 5	35,963
Q8NGC5	OR6J1 OR6J2	3 out of 5	38,693
Q8WZ84	OR8D1 OR8D3	4 out of 5	34,445
Q8NGN8	OR4A4P	3 out of 5	33,593
Q8NGM9	OR8D4	4 out of 5	35,019
Q8NGW6	OR6K6	4 out of 5	38,362
Q8NGF8	OR4B1	3 out of 5	34,456
Q8NGY6	OR6N2	3 out of 5	35,692
Q8N0Y5	OR8I2	3 out of 5	34,661
P04156	PRNP ALTPRP PRIP PRP	5 out of 5	27,661
P0C7N1	OR8U8	3 out of 5	36,334
P0C7N5	OR8U9	3 out of 5	35,054
Q9Y619	SLC25A15 ORC1 ORNT1 SP1855	5 out of 5	32,736
P0C024	NUDT7	5 out of 5	26,942
Q9UHM6	OPN4 MOP	5 out of 5	52,635
O14841	OPLAH	4 out of 5	137,457
Q9NQV6	PRDM10 KIAA1231 PFM7 TRIS	5 out of 5	130,136
P03999	OPN1SW BCP	5 out of 5	39,135
Q8NGS2	OR1J2 OR1J3 OR1J5	4 out of 5	35,385
Q8NH93	OR1L3	3 out of 5	36,633
O14718	RRH	4 out of 5	37,423
Q8NH92	OR1S1	4 out of 5	36,707
P0DN77	OPN1MW2	4 out of 5	40,584
Q8NGT9	OR2A1; OR2A42	3 out of 5	34,714
Q6IF42	OR2A2 OR2A17P OR2A2P	3 out of 5	35,820
Q96R45	OR2A7	3 out of 5	34,742
Q8NH37	OR4C3	3 out of 5	33,726
Q96R28	OR2M2	3 out of 5	39,177
Q6IEV9	OR4C11 OR4C11P	3 out of 5	35,003
Q96R67	OR4C12	3 out of 5	34,491
Q8NGL9	OR4C16	3 out of 5	34,991
Q9NQN1	OR2S2	4 out of 5	35,172
Q8NGV6	OR5H6	4 out of 5	36,713
Q8NGJ1	OR4D6	4 out of 5	35,954
Q8NH03	OR2T3	3 out of 5	35,598
Q8NGI6	OR4D10 OR4D10P	3 out of 5	35,300
Q6IEZ7	OR2T5	3 out of 5	35,595
Q8NHC8	OR2T6 OR2T6P OR2T9	4 out of 5	34,765
Q8NGL2	OR5L1	4 out of 5	34,559
Q8NH79	OR6X1	3 out of 5	34,727
Q8NGP6	OR5M8	3 out of 5	35,603
A6NFC9	OR2W5 OR2W5P	3 out of 5	35,528
Q8NGD3	OR4K5	3 out of 5	36,258
Q15622	OR7A5	3 out of 5	35,579
Q8NH41	OR4K15	4 out of 5	39,088
Q8NG75	OR5T1 OR5T1P	4 out of 5	36,885
Q8IXE1	OR4N5	3 out of 5	34,696
P58173	OR2B6 OR2B1 OR2B1P OR2B5 OR2B6P	4 out of 5	35,414
Q5JQS5	OR2B11	3 out of 5	35,342
O95371	OR2C1 OR2C2P	4 out of 5	34,412
Q13607	OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5	4 out of 5	35,350
Q8NGE7	OR9K2	4 out of 5	37,746
O95007	OR6B1	3 out of 5	35,299
Q6IFH4	OR6B2 OR6B2P	4 out of 5	35,029
Q8NGW1	OR6B3 OR6B3P	3 out of 5	37,232
Q9GZK4	OR2H1 OR2H6 OR2H8	4 out of 5	35,339
O95918	OR2H2 FAT11 OLFR2 OR2H3	4 out of 5	34,763
Q96RC9	OR8B4 OR8B4P	4 out of 5	34,404
O76001	OR2J3	4 out of 5	34,950
Q8NH83	OR4A5	3 out of 5	34,915
Q15617	OR8G1 OR8G1P	4 out of 5	34,904
Q8NG78	OR8G5 OR8G5P OR8G6	4 out of 5	38,798
Q8NGY5	OR6N1	3 out of 5	34,869
Q9UBD5	ORC3 LATHEO ORC3L	5 out of 5	82,254
O43612	HCRT OX PPORX PPOX	5 out of 5	13,363
Q13416	ORC2 ORC2L	5 out of 5	65,972
O43913	ORC5 ORC5L	5 out of 5	50,283
Q96LW4	PRIMPOL CCDC111	5 out of 5	64,412
Q9GZK7	OR11A1 OR11A2	3 out of 5	35,250
Q8NGE0	OR10AD1 OR10AD1P	3 out of 5	35,698
Q8NGK1	OR51G1 OR51G3P	3 out of 5	36,290
Q8NGY7	OR10J6P OR10J6	3 out of 5	31,021
O15504	NUPL2 CG1	5 out of 5	44,872
A6NM76	OR6C76	3 out of 5	35,119
Q9H4D5	NXF3 TAPL3	5 out of 5	60,102
Q9H2C5	OR52A5	3 out of 5	35,955
Q96CM4	NXNL1 TXNL6	2 out of 5	23,943
Q9H346	OR52D1	3 out of 5	35,122
Q8NGJ3	OR52E1 OR52E1P	3 out of 5	34,714
Q8NH53	OR52N1	3 out of 5	35,785
Q8NH57	OR52P1P OR52P1	3 out of 5	34,890
P29728	OAS2	5 out of 5	82,431
Q8NAV1	PRPF38A	5 out of 5	37,477
Q15743	GPR68 OGR1	5 out of 5	41,077
Q96E52	OMA1 MPRP1	5 out of 5	60,120
Q5VT98	PRAMEF20 PRAMEF21	2 out of 5	54,784
Q9UI14	RABAC1 PRA1 PRAF1	5 out of 5	20,648
Q9NTK5	OLA1 GTPBP9 PRO2455 PTD004	5 out of 5	44,744
Q96PE5	OPALIN HTMP10 TMEM10	3 out of 5	15,683
Q96QH2	PRAM1	5 out of 5	73,969
Q9UKK9	NUDT5 NUDIX5 HSPC115	5 out of 5	24,328
Q96RD3	OR52E6	3 out of 5	35,524
Q8IWE2	FAM114A1 NOXP20	5 out of 5	60,742
P04181	OAT	5 out of 5	48,535
P0C7T3	OR56A5 OR56A5P	4 out of 5	35,317
O95190	OAZ2	4 out of 5	21,011
Q8N2U9	PQLC1	3 out of 5	30,478
Q8WWZ8	OIT3 LZP UNQ826/PRO1753	4 out of 5	60,022
Q5SWX8	ODR4 C1orf27 TTG1 TTG1A	3 out of 5	51,103
Q5VWM3	PRAMEF18	2 out of 5	55,334
A3QJZ7	PRAMEF27	2 out of 5	55,206
A0A0G2JMD5	PRAMEF33	2 out of 5	55,092
P78395	PRAME MAPE OIP4	5 out of 5	57,890
Q9BXM0	PRX KIAA1620	5 out of 5	154,905
Q5JSZ5	PRRC2B BAT2L BAT2L1 KIAA0515	4 out of 5	242,967
Q9NQV5	PRDM11 PFM8	5 out of 5	57,863
P41145	OPRK1 OPRK	5 out of 5	42,645
Q8TEA1	NSUN6 NOPD1	4 out of 5	51,770
Q9Y2I2	NTNG1 KIAA0976 LMNT1 UNQ571/PRO1133	5 out of 5	60,541
Q9UKG9	CROT COT	5 out of 5	70,178
Q9ULJ1	ODF2L BCAP KIAA1229	5 out of 5	73,728
Q5BJF6	ODF2	5 out of 5	95,401
Q5SWA1	PPP1R15B	5 out of 5	79,152
P86480	PRR20D	3 out of 5	23,262
Q5VTL8	PRPF38B	3 out of 5	64,468
O75400	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	5 out of 5	108,805
A3QJZ6	PRAMEF22	2 out of 5	55,489
Q96KF2	PRAC1 C17orf92 PRAC	2 out of 5	5,959
P78380	OLR1 CLEC8A LOX1	5 out of 5	30,959
Q9H6K4	OPA3	5 out of 5	19,996
O60422	ONECUT3	3 out of 5	50,037
A6NGQ2	OOEP C6orf156 KHDC2 OEP19	3 out of 5	17,170
A8MZH6	OOSP1	2 out of 5	14,433
Q96NZ9	PRAP1 UPA UNQ608/PRO1195	4 out of 5	17,208
A6NF83	NUPR2 NUPR1L	4 out of 5	11,356
Q6UX06	OLFM4 GW112 UNQ362/PRO698	5 out of 5	57,280
Q5SWL7	PRAMEF14	2 out of 5	49,433
Q68BL7	OLFML2A UNQ9394/PRO34319	4 out of 5	73,054
Q68BL8	OLFML2B	3 out of 5	83,999
A6NGN4	PRAMEF25	2 out of 5	55,354
H0Y7S4	PRAMEF26	2 out of 5	44,302
D3DTV9	PRAC2 C17orf93 HOXB-AS5 HOXB13-AS1 NCRNA00253	2 out of 5	10,428
Q6UWY5	OLFML1 UNQ564/PRO1126	3 out of 5	45,951
P23515	OMG OMGP	5 out of 5	49,608
O95948	ONECUT2 HNF6B	5 out of 5	54,303
P47874	OMP	4 out of 5	18,937
Q5VXH5	PRAMEF7	2 out of 5	53,627
A0A2R8YFM6	OOSP3	2 out of 5	21,194
Q9H1Y3	OPN3 ECPN	5 out of 5	44,873
P35372	OPRM1 MOR1	5 out of 5	44,779
Q96MT3	PRICKLE1 RILP	5 out of 5	94,300
Q8NH06	OR1P1 OR1P1P	4 out of 5	36,638
Q2TBC4	PRICKLE4 C6orf49 OEBT	3 out of 5	37,551
P34982	OR1D2 OLFR1	5 out of 5	35,240
P04001	OPN1MW GCP	5 out of 5	40,584
Q8NGY9	OR2L8	3 out of 5	35,444
Q8NGB4	OR4S1	3 out of 5	34,800
Q8NGU1	OR9A1P OR9A1	3 out of 5	29,546
Q8NGT5	OR9A2	3 out of 5	35,330
P47883	OR3A4P OR3A4 OR3A5P	4 out of 5	37,194
Q8NGJ0	OR5A1 OR5A1P	4 out of 5	35,152
Q8NGZ4	OR2G3	3 out of 5	34,506
Q9NZP2	OR6C2	3 out of 5	35,178
Q9NZP0	OR6C3	3 out of 5	35,531
Q8NGL4	OR5D13	4 out of 5	35,447
Q15620	OR8B8	4 out of 5	34,482
Q8NGT1	OR2K2 OR2AR1P	3 out of 5	38,473
P0C6T2	OST4	4 out of 5	4,193
A0A2R8YFL7	OOSP4A	2 out of 5	21,040
P53370	NUDT6 FGF2AS	5 out of 5	35,679
Q8NGI1	OR56B2P	3 out of 5	35,955
Q8NGF3	OR51D1	3 out of 5	35,839
Q8NH04	OR2T27	3 out of 5	35,514
Q8NGP9	OR5AR1	4 out of 5	34,815
Q9UBU9	NXF1 TAP	5 out of 5	70,182
Q8NGZ3	OR13G1	3 out of 5	34,672
Q6IF99	OR10K2	3 out of 5	35,029
Q8NGX6	OR10R2	3 out of 5	37,486
A6NMU1	OR52A4P OR52A4	3 out of 5	34,901
Q8NGF6	OR10W1 OR10W1P UNQ6469/PRO34070	3 out of 5	33,376
Q8NGY0	OR10X1 OR10X1P	4 out of 5	36,446
Q8NH55	OR52E5	3 out of 5	36,851
Q8NGK4	OR52K1	3 out of 5	35,231
Q8NGK3	OR52K2	3 out of 5	34,926
Q86UD1	OAF NS5ATP13TP2	2 out of 5	30,688
Q15646	OASL TRIP14	5 out of 5	59,226
Q16633	POU2AF1 OBF1	5 out of 5	27,436
P36957	DLST DLTS	5 out of 5	48,755
